OPM Code,NICE Specialty Area,NICE Specialty Area Description,Work Role,Work Role Description,Work Role ID,KSAT ID,KSAT Description
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0068,Knowledge of programming language structures and logic.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0074,"Knowledge of key concepts in security management (e.g., Release Management, Patch Management)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0075,"Knowledge of security system design tools, methods, and techniques."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0089,Knowledge of systems diagnostic tools and fault identification techniques.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0098,Knowledge of the cyber defense Service Provider reporting structure and processes within one’s own organization.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0104,Knowledge of Virtual Private Network (VPN) security.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0107,"Knowledge of Insider Threat investigations, reporting, investigative tools and laws/regulations."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0110,"Knowledge of adversarial tactics, techniques, and procedures."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0111,"Knowledge of network tools (e.g., ping, traceroute, nslookup) "
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0112,Knowledge of defense-in-depth principles and network security architecture.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0113,"Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0116,"Knowledge of file extensions (e.g., .dll, .bat, .zip, .pcap, .gzip)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0139,Knowledge of interpreted and compiled computer languages.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0139,Knowledge of interpreted and compiled computer languages.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0142,"Knowledge of collection management processes, capabilities, and limitations."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0143,"Knowledge of front-end collection systems, including traffic collection, filtering, and selection."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0157,"Knowledge of cyber defense and information security policies, procedures, and regulations."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0157,"Knowledge of cyber defense and information security policies, procedures, and regulations."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0160,Knowledge of the common attack vectors on the network layer.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0167,"Knowledge of system administration, network, and operating system hardening techniques."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0167,"Knowledge of system administration, network, and operating system hardening techniques."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0167,"Knowledge of system administration, network, and operating system hardening techniques."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0168,"Knowledge of applicable laws, statutes (e.g., in Titles 10, 18, 32, 50 in U.S. Code), Presidential Directives, executive branch guidelines, and/or administrative/criminal legal guidelines and procedures."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0180,"Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0190,Knowledge of encryption methodologies.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0191,"Knowledge of signature implementation impact for viruses, malware, and attacks."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0192,Knowledge of Windows/Unix ports and services.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0203,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0203,"Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model)."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0206,Knowledge of ethical hacking principles and techniques.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0210,Knowledge of data backup and restoration concepts.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0221,"Knowledge of OSI model and underlying network protocols (e.g., TCP/IP)."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0221,"Knowledge of OSI model and underlying network protocols (e.g., TCP/IP)."
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0222,"Knowledge of relevant laws, legal authorities, restrictions, and regulations pertaining to cyber defense activities."
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0224,"Knowledge of system administration concepts for operating systems such as but not limited to Unix/Linux, IOS, Android, and Windows operating systems."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0230,Knowledge of cloud service models and how those models can limit incident response.
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0259,Knowledge of malware analysis concepts and methodologies.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0260,Knowledge of Personally Identifiable Information (PII) data security standards.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0261,Knowledge of Payment Card Industry (PCI) data security standards.
511,Cybersecurity Defense Analysis (CDA),"Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network to protect information, information systems, and networks from threats.",Cyber Defense Analyst,"Uses data collected from a variety of cyber defense tools (e.g., IDS alerts, firewalls, network traffic logs) to analyze events that occur within their environments for the purposes of mitigating threats.", PR-CDA-001,K0262,Knowledge of Personal Health Information (PHI) data security standards.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0265,"Knowledge of infrastructure supporting information technology (IT) for safety, performance, and reliability."
531,Incident Response (CIR),"Responds to crises or urgent situations within the pertinent domain to mitigate immediate and potential threats. Uses mitigation, preparedness, and response and recovery approaches, as needed, to maximize survival of life, preservation of property, and information security. Investigates and analyzes all relevant response activities.",Cyber Defense Incident Responder ,"Investigates, analyzes, and responds to cyber incidents within the network environment or enclave.",PR-CIR-001,K0287,Knowledge of an organization's information classification program and procedures for information compromise.
541,Vulnerability Assessment and Management (VAM),"Conducts assessments of threats and vulnerabilities; determines deviations from acceptable configurations, enterprise or local policy; assesses the level of risk; and develops and/or recommends appropriate mitigation countermeasures in operational and nonoperational situations.",Vulnerability Assessment Analyst,"Performs assessments of systems and networks within the network environment or enclave and identifies where those systems/networks deviate from acceptable configurations, enclave policy, or local policy. Measures effectiveness of defense-in-depth architecture against known vulnerabilities.",PR-VAM-001,K0287,Knowledge of an organization's information classification program and procedures for information compromise.
